source,author,title,description,url,urlToImage,publishedAt,content,category
"{'id': None, 'name': 'Gizmodo.com'}",Ed Cara,"New York’s Latest Tourist? A Rare, Potentially More Severe Form of Lyme Disease","This week, health officials reported the first known case of Borrelia mayonii in New York.",https://gizmodo.com/new-yorks-latest-tourist-a-rare-potentially-more-severe-form-of-lyme-disease-2000768195,https://gizmodo.com/app/uploads/2026/06/Tick-warning-sign-1200x675.jpg,2026-06-05T19:15:19Z,"A rare form of Lyme disease is making inroads into the United States.
On Thursday, researchers and local health officials in New York detailed a case of Lyme caused by the bacterium Borrelia mayonii… [+3976 chars]",health
"{'id': None, 'name': 'Gizmodo.com'}",Ed Cara,"Even One Drink a Day Could Raise Your Cancer Risk, Study Warns","For some health conditions like cancer, there's no safe level of alcohol consumption, a large new review finds.",https://gizmodo.com/even-one-drink-a-day-could-raise-your-cancer-risk-study-warns-2000766389,https://gizmodo.com/app/uploads/2025/01/Broken-bottle-1200x675.jpg,2026-06-02T17:05:14Z,"A drink a day won’t keep the cancer away. New research shows even light amounts of alcohol consumption might raise people’s risk of several cancers.
Scientists at the University of Washington in Sea… [+3256 chars]",health
"{'id': None, 'name': 'Gizmodo.com'}",Ellyn Lapointe,Fire at Massive Medical Warehouse in California Pumps Toxic Smoke Into the Air,Health officials warn the smoke could be hazardous to multiple communities in the Central Valley and San Joaquin Valley.,https://gizmodo.com/fire-at-massive-medical-warehouse-in-california-pumps-toxic-smoke-into-the-air-2000771098,https://gizmodo.com/app/uploads/2026/06/Medline-Industries-distribution-center-Tracy-California-1200x675.jpg,2026-06-12T15:05:40Z,"A medical warehouse in Tracy, California, was burning out of control on Thursday, filling the air with black smoke contaminated by medical supplies and building materials.
The 1 million-square-foot … [+4264 chars]",health
"{'id': None, 'name': 'Gizmodo.com'}",Ed Cara,"Americans Are in the Dark About the Dangers of Hot Dogs, Survey Finds","Only 11% could name a specific health risk linked to hot dogs and other processed meats, such as cancer.",https://gizmodo.com/americans-are-in-the-dark-about-the-dangers-of-hot-dogs-survey-finds-2000779559,https://gizmodo.com/app/uploads/2026/06/Half-eaten-hot-dog-1200x675.jpg,2026-06-30T19:40:47Z,"With the Fourth of July coming up, there’s almost certain to be a hidden and dangerous threat lurking in your refrigerator or freezer. I’m talking, of course, about hot dogs.
A new poll this week, c… [+3563 chars]",health
"{'id': 'wired', 'name': 'Wired'}",Gabriela Galvin,The Sperm-Maxxing Bros Are Actually Onto Something,"Wellness influencers have stumbled onto a huge issue when it comes male fertility, though not every solution they're pitching is good advice.",https://www.wired.com/story/sperm-maxxing-wellness-bros-mens-health/,"https://media.wired.com/photos/6a2c3051496915bc31229c46/191:100/w_1280,c_limit/Science_TheSperm-MaxxingBrosAreActuallyOntoSomething.jpg",2026-06-18T09:00:00Z,"Supplements are like a religion for Pachi Paris, a 29-year-old from Miami who works in finance. So when he and his wife started trying to conceive last year, it felt only natural that he started taki… [+3472 chars]",health
"{'id': None, 'name': 'BBC News'}",,'Lazy but convenient' - a quarter of young adults in Wales have two or more takeaways a week,Public Health Wales said it must become easier for people to make healthier eating choices.,https://www.bbc.com/news/articles/cqxpn1l5l73o,https://ichef.bbci.co.uk/news/1024/branded_news/ea88/live/aef5a650-5f21-11f1-a8ca-4fcb3c649cfe.jpg,2026-06-03T13:27:01Z,"Dr Catherine Sharp, from PHW, said it must become easier for young people to make healthier choices, pointing out how ""easy"" and ""convenient"" it is to order food using a phone.",health
"{'id': None, 'name': 'BBC News'}",,Is watching England in the World Cup bad for your health?,Watching football is an emotional rollercoaster - but is it good or bad for your health?,https://www.bbc.com/news/articles/cgjxy199d9do,https://ichef.bbci.co.uk/news/1024/branded_news/d624/live/a0e1dc50-6e58-11f1-b1db-af71d47507d6.jpg,2026-06-22T23:27:10Z,"""I want to see a stress response, excitement, emotional anxiety, fear, shouting, forgetting to breathe, perhaps breathing too much, all of the above.""",health
"{'id': None, 'name': 'Gizmodo.com'}",Madeline Ricchiuto,Asus’ VivoWatch 6 Plus Can Send Health Data to Your Doctor,The Asus AI Agent now works in healthcare.,https://gizmodo.com/asus-vivowatch-6-plus-can-send-health-data-to-your-doctor-2000768044,https://gizmodo.com/app/uploads/2026/06/asus-vivowatch-6-plus-1200x675.jpg,2026-06-08T10:00:46Z,"The new Asus VivoWatch 6 Plus, announced at Computex 2026, is more than just a smartwatch that sends you notifications or tracks your workouts. Its part of the Asus AI-powered health care ecosystem. … [+2423 chars]",health
"{'id': None, 'name': 'BBC News'}",,Six-year-old Ebola patient taken from DR Congo hospital found and 'doing well',Health facilities have come under attack during the current outbreak as a result of misinformation and fear.,https://www.bbc.com/news/articles/c0qyg29wpk2o,https://ichef.bbci.co.uk/news/1024/branded_news/defa/live/2098db00-6be4-11f1-b1db-af71d47507d6.jpg,2026-06-19T14:10:00Z,"A six-year-old Ebola patient, who Congolese authorities were searching for after armed men stormed the hospital where she was being treated, has been found and is ""doing well"", a local health officia… [+18 chars]",health
"{'id': 'the-verge', 'name': 'The Verge'}",Andrew Liszewski,The Weather Channel app now predicts bad allergy days,"The Weather Company announced an ""enhanced allergy experience"" now available through its The Weather Channel app designed to help allergy sufferers better understand when their symptoms might flare up, and what's causing them. While the app already provides s…",https://www.theverge.com/tech/948363/weather-channel-mobile-app-ios-android-pollen-forecast,"https://platform.theverge.com/wp-content/uploads/sites/2/2026/06/weatherchannel1.jpg?quality=90&strip=all&crop=0,10.732984293194,100,78.534031413613",2026-06-11T15:02:33Z,"<ul><li></li><li></li><li></li></ul>
A new update now factors in weather conditions like wind to help you understand why youre suddenly sneezing.
A new update now factors in weather conditions like… [+3003 chars]",health
"{'id': 'the-verge', 'name': 'The Verge'}",Jess Weatherbed,"Apple announces watchOS 27, now with Siri AI","Apple just announced watchOS 27, the next version of its Apple Watch operating system, introducing support for Siri AI, a redesigned ""dynamic"" app grid, and improvements to health and fitness tracking. The watchOS 27 update will be available ""this fall,"" acco…",https://www.theverge.com/tech/943145/apple-watch-watchos-27-wwdc-2026,"https://platform.theverge.com/wp-content/uploads/sites/2/2026/06/Apple-Watch-watchOS-27-Siri-AI.jpg?quality=90&strip=all&crop=0,14.033409967608,100,71.933180064785",2026-06-08T19:34:10Z,"<ul><li></li><li></li><li></li></ul>
The upcoming update will be limited to Apples more recent Watch models.
The upcoming update will be limited to Apples more recent Watch models.
by
Jess Weathe… [+4841 chars]",health
"{'id': 'the-verge', 'name': 'The Verge'}",Sheena Vasani,"The Apple Watch Series 11 is $120 off for Prime Day, its all-time low price","We’ve seen a lot of great Prime Day deals on wearables this year, from the Fitbit Charge 6 to the latest Apple Watch SE. But if you’re looking for advanced health features, the Apple Watch Series 11 is the one to check out, and it’s now down to its best price…",https://www.theverge.com/gadgets/956635/apple-watch-series-11-amazon-prime-day-2026-deal-sale,https://platform.theverge.com/wp-content/uploads/sites/2/2025/09/257945_Applewatch_Series_11_AKrales_0008.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,2026-06-25T16:47:12Z,"<ul><li></li><li></li><li></li></ul>
Its our favorite Apple Watch for health tracking, offering advanced features like EKG support.
Its our favorite Apple Watch for health tracking, offering advanc… [+2900 chars]",health
"{'id': None, 'name': 'BBC News'}",Ben Rich,Amber Extreme Heat warning issued by Met Office as 35C heatwave approaches,Temperatures are expected to peak in the mid-30s Celsius on Monday and Tuesday with impacts on health and a risk of disruption to travel.,https://www.bbc.com/weather/articles/cz0jde5xkjvo,https://ichef.bbci.co.uk/ace/branded_weather/1200/cpsprodpb/ec33/live/0cf8b790-6bc2-11f1-a417-cba5aab91344.jpg,2026-06-19T10:02:44Z,"The Met Office has issued an amber Extreme Heat warning for parts of southern and eastern England and south Wales.
The warning is valid for Monday and Tuesday and warns of temperatures peaking at 35… [+774 chars]",health
"{'id': None, 'name': 'Gizmodo.com'}",Justin Caffier,The Federal Agency Fighting Bed Bugs Keeps Getting Infested But its Workers Aren’t Allowed to Telecommute,"Trump's USDA says employees of the bed bug-infested Animal and Plant Health Inspection Service are expected to show up to their noxious, itchy office or spend vacation days to work from home.",https://gizmodo.com/the-federal-agency-fighting-bed-bugs-keeps-getting-infested-but-its-workers-arent-allowed-to-telecommute-2000766705,https://gizmodo.com/app/uploads/2020/01/oiiwa4sb2l7zgpgcidbw.jpg,2026-06-02T23:01:19Z,"If youve thus far been fortunate enough to avoid the soul-crushing experience of a bed bug infestation, you really dont know how lucky you are. Theres no way to truly understand how their invasion, r… [+3110 chars]",health
"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,"Maddy Cusack kept mental health secret over fears of stigma, inquest hears","The former Sheffield United player had feared being ridiculed and stigmatised, her inquest hears.",https://www.bbc.co.uk/news/articles/cgqjek3zxjlo,https://ichef.bbci.co.uk/ace/branded_news/1200/cpsprodpb/f141/live/de07ef10-73db-11f1-bb92-23f4f6ea1fbd.jpg,2026-06-29T17:05:53Z,"Former Sheffield United player Maddy Cusack was concerned she would be stigmatised and ridiculed over her mental health, an inquest has heard.
The 27-year-old was found dead at her home in Horsley, … [+1140 chars]",health
"{'id': None, 'name': 'BBC News'}",Ben Rich,Cooler Saturday gives brief relief before heat returns,"After a slightly cooler Saturday, temperatures will rise again, possibly touching 35C by Tuesday with a Met Office amber extreme heat warning set to come into force.",https://www.bbc.com/weather/articles/cp8lye61jk6o,https://ichef.bbci.co.uk/ace/branded_weather/1200/cpsprodpb/ca57/live/e511a390-6be4-11f1-8e1d-bbbb1017d210.jpg,2026-06-19T23:39:27Z,"There will be tropical nights in some locations where overnight temperatures are expected to remain above 20C (68F).
This combination of hot days and very warm nights is likely to bring a range of i… [+590 chars]",health
"{'id': None, 'name': 'Xkcd.com'}",About,Planetary Science,,https://xkcd.com/3255/,https://imgs.xkcd.com/comics/planetary_science_2x.png,2026-06-05T04:00:00Z,"This work is licensed under a
Creative Commons Attribution-NonCommercial 2.5 License.
This means you're free to copy and share these comics (but not to sell them). More details.",science
"{'id': 'the-verge', 'name': 'The Verge'}",Bethany Brookshire,The war against ‘woke’ could end US science as we know it,"A sneaky rule change has the potential to blow up scientific research in the United States. But there's still time to fight it. On May 29th, the Office of Management and Budget (OMB) issued a 412-page proposal to revise federal financial assistance. The langu…",https://www.theverge.com/science/957630/omb-killing-science-budget-grants-research,https://platform.theverge.com/wp-content/uploads/sites/2/2026/06/268606_Science_too_woke__CVirginia27.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,2026-06-29T11:01:07Z,"<ul><li></li><li></li><li></li></ul>
The war against woke could end US science as we know it
Everyone will be affected, not just scientists. Every community in the country.
by
Bethany BrookshireC… [+18188 chars]",science
"{'id': 'wired', 'name': 'Wired'}","Dell Cameron, Dhruv Mehrotra",Meta Tapped a Pentagon Supplier to Prototype Face Recognition for Its Glasses,"Rank One, whose board includes a former CIA deputy director and a former FBI science chief, supplied face recognition to Meta for internal development of its smart glasses app.",https://www.wired.com/story/meta-rank-one-computing-face-recognition-smart-glasses/,"https://media.wired.com/photos/6a2a0a5069d7cd90279b88e1/191:100/w_1280,c_limit/security_meta_glasses_pentagon.jpg",2026-06-15T09:00:00Z,"Meta is testingface-recognition software built by a company that sells surveillance tools to police departments and the United States military, as it explores bringing the technology to its smart gla… [+3367 chars]",science
"{'id': None, 'name': 'BBC News'}",,"Taller, faster, older: How top footballers' bodies have changed over 50 years","More intense match play and advances in medicine and sports science have transformed the physiology of elite players, experts say.",https://www.bbc.com/news/articles/cx23018r8lxo,https://ichef.bbci.co.uk/news/1024/branded_news/6919/live/70fa9220-6a7a-11f1-8e56-530bbb41ec43.jpg,2026-06-17T18:43:58Z,"Studies suggest that in the 1970s, players walked, jogged or ran an average of 8.7km per match - and this rose to a peak of 11.4km in the 1990s, but has since dropped. Players in the 2022 World Cup c… [+111 chars]",science
"{'id': None, 'name': 'Gizmodo.com'}",Gayoung Lee,"Scientists Pulled 700,000-Year-Old DNA From Frozen Squirrel Poop","Ancient poop left behind by Arctic ground squirrels ended up containing a remarkable array of genetic information, a study says.",https://gizmodo.com/scientists-pulled-700000-year-old-dna-from-frozen-squirrel-poop-2000770682,https://gizmodo.com/app/uploads/2026/06/Arctic-ground-squirrel-1200x675.jpg,2026-06-12T11:30:15Z,"Arctic ground squirrels will eat just about anything. Apparently, they have been like this for at least 700,000 yearsas evidenced by their poop, preserved in Yukons deep permafrost. But thats not all… [+3123 chars]",science
"{'id': None, 'name': 'Gizmodo.com'}",Gordon Jackson,Taylor Swift Confirms Original Song for ‘Toy Story 5’,"Plus, new looks at Tombstone, Bullseye, Luke Cage, and Iron Fist!",https://gizmodo.com/taylor-swift-confirms-original-song-for-toy-story-5-2000766122,https://gizmodo.com/app/uploads/2026/06/toy-story-5-ms-1200x675.jpg,2026-06-02T14:00:27Z,Killer wasps from Twilight Zone Magazine to receive film treatment from Pulitzer-winning novelist. Mystery Science Theater 3000 previews its new opening title sequence. SXSW London to celebrate Latve… [+2991 chars],science
"{'id': 'business-insider', 'name': 'Business Insider'}",Gabby Landsverk,I took a sweat test at Gatorade's elite sports lab. It revealed 3 hydration mistakes I was making.,"A sweat test at Gatorade's sports science lab for elite athletes revealed I wasn't consuming enough water, electrolytes, or carbs during workouts.",https://www.businessinsider.com/gatorade-sports-lab-hydration-workout-mistakes-2026-6#article,https://i.insider.com/6a3ec8dea25092c74cc9ffc3?width=1200&format=jpeg,2026-06-27T09:17:02Z,"The Gatorade Sports Science Institute offers exercise testing for elite athletes. I put my sweat to the test as an amateur roller derby athlete.Clark Hodgin for BI
""It's HOW hot in here?""I'm no stra… [+9858 chars]",science
"{'id': 'business-insider', 'name': 'Business Insider'}",Hilary Brueck,The first-ever reverse-aging drug was just injected into a human,"Cellular reprogramming is the hottest topic in longevity science, with tech titans like Sam Altman investing in it. It's now being tested in humans.",https://www.businessinsider.com/first-ever-reverse-aging-treatment-injected-into-a-human-2026-6,https://i.insider.com/6a272bec6f4f6ea1de4d364f?width=1200&format=jpeg,2026-06-09T10:00:02Z,"The first-ever reverse-aging drug has been injected into a human.Catherine Falls Commercial/Getty Images
<ul><li>In a breakthrough for longevity science, a reverse-aging treatment has been injected … [+7424 chars]",science
"{'id': None, 'name': 'Claude.com'}",,Claude Science,"Claude Science is your AI workbench for scientific research. Works through your research like a skilled scientist, running the analysis and tracing every step. Spend less time stitching pipelines together, and more time on the science.",https://claude.com/product/claude-science,https://cdn.prod.website-files.com/6889473510b50328dbb70ae6/6a429b9909aa1b063a203021_life-sciences-tn.jpg,2026-06-30T17:07:41Z,"<li>Help me develop a unique voice for an audience
Hi Claude! Could you help me develop a unique voice for an audience? If you need more information from me, ask me 1-2 key questions right away. If … [+1962 chars]",science
"{'id': None, 'name': 'Yahoo Entertainment'}",,Opinion - Rescheduling marijuana would put politics ahead of science,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_1bbf0fa8-4810-4ef7-99a2-531e0464cf23,,2026-06-28T15:00:00Z,"If you click 'Accept all', we and our partners, including 247 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]",science
"{'id': None, 'name': 'Gizmodo.com'}",Ed Cara,Should We Be Worried About the Artificial Dyes in our Food?,"Robert F. Kennedy Jr. has argued that artificial dyes are ""poisonous compounds"" that are harming America's kids. Does he actually have a point?",https://gizmodo.com/should-we-be-worried-about-the-artificial-dyes-in-our-food-2000767091,https://gizmodo.com/app/uploads/2026/06/Candy-1-1200x675.jpg,2026-06-04T14:00:02Z,"Growing up, few things in the supermarket excited me as much as a colorful bag of candy, a breakfast cereal box, or another sugary snack. And even today, though I try to keep my sweet tooth in check,… [+15881 chars]",science
"{'id': None, 'name': 'Gizmodo.com'}",Matthew Phelan,Feds Charge 2 NIH Scientists With ‘Conspiracy to Smuggle’ Deadly Virus,Researchers with NIH’s Rocky Mountain Laboratories in Montana reentered the country with inactivated mpox. But was that a crime?,https://gizmodo.com/feds-charge-2-nih-scientists-with-conspiracy-to-smuggle-deadly-virus-2000767636,https://gizmodo.com/app/uploads/2026/06/mpox-monkeypox-virologists-arrested-Detroit-1200x675.jpg,2026-06-04T19:05:31Z,Two government scientists with the U.S. National Institutes of Healths Rocky Mountain Laboratories reentered the country this January with a large black plastic case that worried customs officials. F… [+4253 chars],science
"{'id': 'business-insider', 'name': 'Business Insider'}",Kristine Villarroel,The college with the highest-earning graduates in every US state,"These colleges and universities produced the highest-earning graduates in their states, according to median earnings. See the full list.",https://www.businessinsider.com/colleges-highest-earning-graduates-every-state#article,https://i.insider.com/6a29c207a93fcce2691e99bc?width=1200&format=jpeg,2026-06-12T14:22:01Z,"At some schools, investing in higher education pays off more than in others.
Business Insider recently identified the 34 US colleges with the highest-paid graduates four years after completing their… [+14256 chars]",science
"{'id': None, 'name': 'Boing Boing'}",Gail Sherman,"Robot tadpole fools frog dads, but mom knows better","A researcher studying how amphibious creatures communicate was able to trick frog dads, but the moms were not fooled. 
When Billie Goolsby, who is hard of hearing, told her chemistry professor at Boston University that she wanted to pursue science, she was to…",https://boingboing.net/2026/06/11/robot-tadpole-fools-frog-dads-but-mom-knows-better.html,https://boingboing.net/wp-content/uploads/2024/06/david-clode-2slBHG3HtdA-unsplash-e1739284145477.jpg,2026-06-11T16:12:38Z,"A researcher studying how amphibious creatures communicate was able to trick frog dads, but the moms were not fooled. 
When Billie Goolsby, who is hard of hearing, told her chemistry professor at Bo… [+1261 chars]",science
"{'id': 'bbc-news', 'name': 'BBC News'}",,BBC Inside Science,How do you research the impacts of social media on young people?,https://www.bbc.co.uk/sounds/play/w3ct977r?at_campaign=rss,https://ichef.bbci.co.uk/images/ic/1024x576/p0m1ww2j.jpg,2026-06-18T16:00:00Z,"Available for 34 days
After this weeks announcement that under-16s will be banned from major social media platforms, we delve into the evidence behind the ban with Professor Amy Orben, Programme Lea… [+648 chars]",science
"{'id': 'the-washington-post', 'name': 'The Washington Post'}","Ariana Eunjung Cha and Christopher Rowland, (c) 2026 , The Washington Post",The science around GLP-1 drugs and cancer is suddenly getting a lot more interesting,The story of GLP-1 drugs keeps getting bigger. First they transformed the treatment of diabetes. Then they upended the science - and culture - of weight loss...,https://washingtonpost.com/health/2026/06/03/science-around-glp-1-drugs-cancer-is-suddenly-getting-lot-more-interesting/,https://s.yimg.com/lo/mysterio/api/447898752ad78f927773edcee5dc4ca499eab15e4669979dfbcf98d41ef55c37/lightyear_networkapi/resizefill_w1200;quality_80;format_webp/https:%2F%2Fmedia.zenfs.com%2Fen%2Fwashington_post_articles_265%2F5fc713dfbd6e677c78caceb637ddc2d9,2026-06-03T09:00:00Z,"The story of GLP-1 drugs keeps getting bigger.
First they transformed the treatment of diabetes. Then they upended the science - and culture - of weight loss. Now a growing body of research is raisi… [+10009 chars]",science
"{'id': 'the-verge', 'name': 'The Verge'}",Janko Roettgers,"No more lightbulbs, much more sports: Five predictions for Roku’s future","This is Lowpass by Janko Roettgers, a newsletter on the ever-evolving intersection of tech and entertainment, syndicated just for The Verge subscribers once a week. When Fox announced its acquisition of Roku earlier this week, executives of both companies wer…",https://www.theverge.com/column/951850/fox-roku-predictions,https://platform.theverge.com/wp-content/uploads/sites/2/2026/06/STK284_AParkin_2.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,2026-06-17T20:10:26Z,"<ul><li></li><li></li><li></li></ul>
How getting acquired by Fox will change things for the streaming device maker, from its IoT business to its international expansion.
How getting acquired by Fox… [+7892 chars]",entertainment
"{'id': 'the-verge', 'name': 'The Verge'}",Jess Weatherbed,"Bob Iger’s Disney wanted Apple, Twitter, and 007","Bob Iger's tenure as CEO of Disney came to an end a few months ago, after two decades of leading the entertainment giant through some of its most pivotal transformations and acquisitions. Iger, in an exit interview with The Financial Times, has now confirmed …",https://www.theverge.com/streaming/955646/disney-bob-iger-twitter-james-bond-apple-merger,https://platform.theverge.com/wp-content/uploads/sites/2/2026/06/gettyimages-2179288051.jpg?quality=90&strip=all&crop=0%2C10.726302820383%2C100%2C78.547394359233&w=1200,2026-06-24T10:08:52Z,"<ul><li></li><li></li><li></li></ul>
An exit interview with the former Disney CEO confirms the massive deals that got away.
An exit interview with the former Disney CEO confirms the massive deals t… [+3848 chars]",entertainment
"{'id': 'the-verge', 'name': 'The Verge'}",Janko Roettgers,Is Apple TV the new HBO?,"This is Lowpass by Janko Roettgers, a newsletter on the ever-evolving intersection of tech and entertainment, syndicated just for The Verge subscribers once a week. Severance. Pachinko. Silo. Ted Lasso. Over the past couple of years, a number of Apple TV show…",https://www.theverge.com/column/948295/apple-tv-new-hbo,https://platform.theverge.com/wp-content/uploads/sites/2/2025/03/Severance_Photo_020912.jpg?quality=90&strip=all&crop=0%2C10.726247800535%2C100%2C78.54750439893&w=1200,2026-06-11T12:19:25Z,"<ul><li></li><li></li><li></li></ul>
Unlike competitors like Netflix, Apple TV emphasizes tentpole titles over large catalogs.
Unlike competitors like Netflix, Apple TV emphasizes tentpole titles o… [+6523 chars]",entertainment
"{'id': 'the-verge', 'name': 'The Verge'}",Andrew Webster,God of War Laufey is coming to the PS5,"Sony ended its big State of Play showcase with a major reveal: the next God of War. The new title is called God of War Laufey, and is once again developed by Sony's Santa Monica studio. Currently, the game doesn't have a date, but it's coming to the PS5 whene…",https://www.theverge.com/entertainment/941516/god-of-war-laufey-ps5-trailer,https://platform.theverge.com/wp-content/uploads/sites/2/2026/06/videoframe_5010883.png?quality=90&strip=all&crop=0%2C3.4613147178592%2C100%2C93.077370564282&w=1200,2026-06-02T22:16:08Z,"<ul><li></li><li></li></ul>
Dad games are so over.
by
Andrew WebsterClose
Senior entertainment editor
Posts from this author will be added to your daily email digest and your homepage feed.
Fol… [+2057 chars]",entertainment
"{'id': 'the-verge', 'name': 'The Verge'}",Andrew Webster,Square Enix announces Kingdom Hearts 4,"A different kind of Sora is back in the news. Square Enix just teased the long-awaited next entry in the Kingdom Hearts series, though there's not much in the way of info just yet. It's called Kingdom Hearts IV and it's launching on the Switch 2, PS5, Xbox, a…",https://www.theverge.com/entertainment/946717/kingdom-hearts-4-switch-2,https://platform.theverge.com/wp-content/uploads/sites/2/2026/06/Screenshot-2026-06-09-at-10.59.57AM.png?quality=90&strip=all&crop=0%2C2.8795811518325%2C100%2C94.240837696335&w=1200,2026-06-09T15:03:14Z,"<ul><li></li><li></li><li></li></ul>
No word on a release date yet.
No word on a release date yet.
by
Andrew WebsterClose
Senior entertainment editor
Posts from this author will be added to you… [+1850 chars]",entertainment
"{'id': 'the-verge', 'name': 'The Verge'}",Andrew Webster,Nintendo’s next Direct showcase is on June 9th,"Summer Game Fest may be over, but the flood of gaming news isn't. Nintendo just announced that it'll be holding its next Direct showcase event on June 9th at 10AM ET. The stream, which you can find here, will be followed by a Treehouse Live event, and it soun…",https://www.theverge.com/entertainment/945670/nintendo-direct-june-2026-switch-2,https://platform.theverge.com/wp-content/uploads/sites/2/2025/06/257769_Switch_2_AKrales_0093_0ea1cb.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,2026-06-08T14:02:59Z,"<ul><li></li><li></li><li></li></ul>
Well likely finally hear more about the Switch 2s holiday lineup.
Well likely finally hear more about the Switch 2s holiday lineup.
by
Andrew WebsterClose
Se… [+2391 chars]",entertainment
"{'id': 'the-verge', 'name': 'The Verge'}",Andrew Webster,Gears of War: E-Day is no longer coming to the PS5,"Apparently, the ""return of Xbox"" means a retreat from other platforms. At its Xbox Games Showcase today, Microsoft revealed that Gears of War: E-Day - which was previously rumored for a PS5 launch in addition to Xbox and PC - will not be coming to PlayStation…",https://www.theverge.com/entertainment/945269/gears-of-war-e-day-ps5-launch,https://platform.theverge.com/wp-content/uploads/sites/2/2026/06/ss_e09b00d0c3acafe3bf3beb7d5d2e9fb50e43893a.1920x1080.jpg?quality=90&strip=all&crop=0%2C3.4613147178592%2C100%2C93.077370564282&w=1200,2026-06-07T17:20:51Z,"<ul><li></li><li></li><li></li></ul>
The Xbox console exclusive is launching in October.
The Xbox console exclusive is launching in October.
by
Andrew WebsterClose
Senior entertainment editor
P… [+2250 chars]",entertainment
"{'id': None, 'name': 'BBC News'}",Kal Sajad,Tommy Fury against strongman Hall is boxing's latest surreal bout,"Saturday's fight between Tommy Fury v Eddie Hall in Manchester will be an exhibition contest in what is boxing's latest surreal bout, blurring the lines between professional sport, entertainment and social media celebrity.",https://www.bbc.com/sport/boxing/articles/cd0mezezkvzo,https://ichef.bbci.co.uk/ace/branded_sport/1200/cpsprodpb/d05b/live/4098d260-658c-11f1-be7e-9d9e15bac6ec.jpg,2026-06-11T12:35:50Z,"The world of influencer boxing takes another surreal turn on Saturday when former World's Strongest Man Eddie Hall faces reality television star and professional boxer Tommy Fury in Manchester.
The … [+1467 chars]",entertainment
"{'id': None, 'name': 'Hackaday'}",Bryan Cockfield,Graphics Upgrade for Nintendo Entertainment System,"Modern video game consoles rarely have expansion ports, but in the 80s and 90s it was practically guaranteed. With the speed that hardware was advancing it made sense to build in some way to expand…",https://hackaday.com/2026/06/22/graphics-upgrade-for-nintendo-entertainment-system/,https://hackaday.com/wp-content/uploads/2026/06/dual-ppu-main.jpg,2026-06-22T15:30:00Z,"Modern video game consoles rarely have expansion ports, but in the 80s and 90s it was practically guaranteed. With the speed that hardware was advancing it made sense to build in some way to expand a… [+1484 chars]",entertainment
"{'id': 'the-verge', 'name': 'The Verge'}",Andrew Webster,Xbox and PlayStation have a lot to prove,"Things are bad out there. Despite 2026 shaping up to be a great year when it comes to actual games, it couldn't really be worse for the people that make them or the industry as a whole. Hardware prices keep going up, layoffs have shown no signs of stopping, a…",https://www.theverge.com/entertainment/939919/xbox-playstation-summer-game-fest-2026,https://platform.theverge.com/wp-content/uploads/sites/2/chorus/uploads/chorus_asset/file/24549067/540423116.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,2026-06-01T12:20:38Z,"<ul><li></li><li></li><li></li></ul>
Xbox and PlayStation have a lot to prove
The game industry is in turmoil, but Summer Game Fest could be a place for the big console makers to show strength.
by… [+7172 chars]",entertainment
"{'id': 'the-verge', 'name': 'The Verge'}",Andrew Webster,How to end a TV show,"Ending any story is hard, but that's especially true of mystery-packed TV shows. Series like Lost initially hook viewers with constantly building secrets and questions, to the point that they can often seem incomprehensible. But the promise is that it will al…",https://www.theverge.com/entertainment/957707/from-season-4-finale-tv-show-endings,https://platform.theverge.com/wp-content/uploads/sites/2/2026/06/FROM_S4_UT_405_250904_REACHR_03438_R_3000.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,2026-06-26T22:17:15Z,"<ul><li></li><li></li><li></li></ul>
How to end a TV show
The creative minds behind From talk about learning from Lost, fan expectations, and wrapping up a story loaded with mysteries.
by
Andrew … [+6947 chars]",entertainment
"{'id': 'business-insider', 'name': 'Business Insider'}",Lara O'Reilly,Bose is becoming a media company,"Bose is launching a new entertainment division, Bose Studios, which includes the creation of a record label.",https://www.businessinsider.com/bose-becoming-media-company-launching-record-label-2026-6#article,https://i.insider.com/6a325e8b564c774507cd34f1?width=1200&format=jpeg,2026-06-17T10:26:00Z,"Grammy-nominated Twitch streamer PlaqueBoyMax, recording a live stream with Bose. The audio-equipment company is pushing further into entertainment with podcasts, TV and film series, and a record lab… [+4085 chars]",entertainment
